,CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,display_phone,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,INSPECTION TYPE,Latitude,Longitude,#_of_inspections,count_range,name,price,rating,review_count,transactions,neighborhood,categories_clean,latitude,longitude,address,city,zip_code,state,acaibowls,afghani,african,arabian,arcades,argentine,artclasses,artspacerentals,asianfusion,australian,austrian,bagels,bakeries,bangladeshi,barbers,bars,bartenders,basque,bbq,beer_and_wine,beerbar,beergardens,belgian,beverage_stores,bistros,boating,boattours,bookstores,bowling,brasseries,brazilian,breakfast_brunch,breweries,british,bubbletea,buffets,burgers,burmese,butcher,cabaret,cafes,cafeteria,cajun,cakeshop,cambodian,candy,cantonese,caribbean,catalan,catering,champagne_bars,cheese,cheesesteaks,chicken_wings,chickenshop,chimneycakes,chinese,chocolate,cocktailbars,coffee,coffeeroasteries,colombian,comedyclubs,comfortfood,convenience,cookingclasses,cookingschools,creperies,cuban,culturalcenter,cupcakes,customcakes,czech,danceclubs,delis,desserts,dimsum,diners,dinnertheater,divebars,dominican,donuts,egyptian,empanadas,eritrean,ethiopian,eventplanning,facepainting,falafel,farmersmarket,festivals,filipino,fishnchips,fitness,fondue,food,food_court,fooddeliveryservices,foodstands,foodtours,foodtrucks,french,galleries,gastropubs,gelato,georgian,german,giftshops,gluten_free,gourmet,graphicdesign,greek,grocery,hair,haitian,halal,hawaiian,headshops,healthmarkets,herbsandspices,himalayan,hkcafe,homedecor,honduran,honey,hookah_bars,hotdog,hotdogs,hotpot,hungarian,icecream,importedfood,indonesian,indoor_playcenter,indpak,intlgrocery,irish,irish_pubs,italian,izakaya,japacurry,japanese,jazzandblues,juicebars,karaoke,kebab,kids_activities,korean,kosher,laotian,latin,lebanese,lounges,macarons,magicians,malaysian,markets,meats,mediterranean,mexican,mideastern,modern_european,mongolian,moroccan,movietheaters,musicvenues,newamerican,newmexican,nonprofit,noodles,organic_stores,pakistani,panasian,pancakes,pastashops,permanentmakeup,persian,personal_shopping,peruvian,petadoption,petstore,piadina,pianobars,pizza,poke,polish,poolhalls,popuprestaurants,popupshops,portuguese,poutineries,pretzels,publicmarkets,pubs,puertorican,ramen,raw_food,restaurants,russian,salad,salvadoran,sandwiches,sardinian,scandinavian,scottish,seafood,seafoodmarkets,senegalese,shanghainese,sharedofficespaces,shavedice,shoppingcenters,sicilian,singaporean,slovakian,smokehouse,somali,soulfood,soup,southafrican,southern,souvenirs,spanish,spas,speakeasies,sports_clubs,sportsbars,srilankan,steak,streetvendors,supperclubs,sushi,szechuan,tabletopgames,tacos,taiwanese,tapas,tapasmallplates,tea,teppanyaki,tex-mex,thai,theater,themedcafes,tikibars,tobaccoshops,tradamerican,trinidadian,turkish,tuscan,ukrainian,uzbek,vegan,vegetarian,venezuelan,venues,vietnamese,vintage,waffles,walkingtours,wedding_planning,whiskeybars,wine_bars,womenscloth,wraps,delivery,pickup,restaurant_reservation,num_of_cat,mainstream_category,rare_category,price_value
524,50085594,BRICKLANE CURRY HOUSE,Manhattan,79,2 AVENUE,10003.0,(212) 979-2900,Middle Eastern,2020-03-11,Violations were cited in the following area(s).,N,9.0,A,03/11/2020,Cycle Inspection / Re-inspection,40.726530882736,-73.98917990694899,23,21-30,Brick Lane Curry House,$$,3.5,980,"['pickup', 'delivery']",Greenwich Village,['indpak'],40.7265407754881,-73.9893999248542,79 2nd Ave,New York,10003,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2
525,41469996,BRINDLE ROOM,Manhattan,277,EAST   10 STREET,10009.0,(212) 529-9702,American,2019-07-16,Violations were cited in the following area(s).,N,24.0,Z,TBD,Cycle Inspection / Compliance Inspection,40.72818248606,-73.98302440660599,51,31+,Brindle Room,$$,4.0,1000,"['restaurant_reservation', 'delivery', 'pickup']",Greenwich Village,"['newamerican', 'bars', 'breakfast_brunch']",40.72829,-73.98271,277 E 10th St,New York,10009,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,0,2
526,50080158,BRINE,Manhattan,106,8 AVENUE,10011.0,(646) 559-1660,Chicken,2019-02-20,Violations were cited in the following area(s).,Y,11.0,A,02/20/2019,Pre-permit (Operational) / Initial Inspection,40.740625744206,-74.001869289248,4,2-5,Brine,$$,4.5,120,"['delivery', 'pickup']",Chelsea,"['chickenshop', 'salad', 'sandwiches']",40.74059,-74.00169,106 8th Ave,New York,10011,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,2
527,50075147,BRISA DOMINICANA,Manhattan,1764,AMSTERDAM AVENUE,10031.0,(212) 837-1122,Spanish,2019-04-15,Violations were cited in the following area(s).,Y,8.0,A,04/15/2019,Cycle Inspection / Initial Inspection,40.826751862978,-73.946504270056,12,11-20,Brisa Dominicana Restaurant,N/A,4.0,4,[],Harlem,['dominican'],40.8268,-73.9467,1764 Amsterdam Ave,New York,10031,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
528,50054344,BROADSTONE BAR & KITCHEN,Manhattan,88,BROAD STREET,10004.0,(646) 707-0426,American,2020-01-03,Violations were cited in the following area(s).,N,12.0,A,01/03/2020,Cycle Inspection / Re-inspection,40.704048408527,-74.011588259152,26,21-30,Broadstone Bar & Kitchen,$$,4.0,250,"['delivery', 'pickup']",Tribeca,"['newamerican', 'cocktailbars', 'sportsbars']",40.70411,-74.01186,88 Broad St,New York,10004,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,2
529,40586239,BROADWAY BAGEL,Manhattan,2658,BROADWAY,10025.0,(212) 662-0231,Bagels/Pretzels,2020-03-09,Violations were cited in the following area(s).,N,5.0,A,03/09/2020,Cycle Inspection / Initial Inspection,40.797734597388,-73.96951301280599,23,21-30,Broadway Bagel,$,4.0,183,[],Morningside Heights,"['bagels', 'sandwiches', 'burgers']",40.797692,-73.96932,2658 Bdwy,New York,10025,NY,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1
530,40586239,BROADWAY BAGEL,Manhattan,2658,BROADWAY,10025.0,(212) 662-0231,Bagels/Pretzels,2020-03-09,Violations were cited in the following area(s).,N,5.0,A,03/09/2020,Cycle Inspection / Initial Inspection,40.797734597388,-73.96951301280599,23,21-30,Broadway Bagel,N/A,5.0,1,"['delivery', 'pickup']",Morningside Heights,"['burgers', 'bagels', 'sandwiches']",40.79766,-73.96927,2658 Broadway,New York City,10025,NY,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,0
531,50080427,BROADWAY PIZZA,Manhattan,2709,BROADWAY,10025.0,(212) 864-9298,Pizza,2020-02-05,Violations were cited in the following area(s).,Y,26.0,Z,TBD,Cycle Inspection / Initial Inspection,40.799438779376004,-73.968378102965,12,11-20,Broadway Pizza & Restaurant,$,3.0,62,"['pickup', 'delivery']",Morningside Heights,"['pizza', 'italian', 'mexican']",40.79958,-73.96861,2709 Broadway,New York,10025,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,1
532,41298537,BROOKLYN BAGEL & COFFEE COMPANY,Manhattan,286,8 AVENUE,10001.0,(212) 924-2824,American,2020-02-14,Violations were cited in the following area(s).,Y,9.0,A,02/14/2020,Cycle Inspection / Re-inspection,40.746200350988005,-73.997809355437,15,11-20,Brooklyn Bagel & Coffee Company,$,4.0,1000,"['pickup', 'delivery']",Chelsea,"['bagels', 'breakfast_brunch', 'cafes']",40.746183,-73.997642,286 8th Ave,New York,10001,NY,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,1
533,50081301,BROOKLYN BAGEL & COFFEE COMPANY,Manhattan,63,EAST    8 STREET,10003.0,(212) 477-3070,Bagels/Pretzels,2019-09-25,Violations were cited in the following area(s).,Y,10.0,A,09/25/2019,Cycle Inspection / Initial Inspection,40.730892619409,-73.993119282017,3,2-5,Brooklyn Bagel & Coffee Company,$,4.5,117,"['delivery', 'pickup']",Greenwich Village,"['bagels', 'coffee', 'breakfast_brunch']",40.73104,-73.9932199,63 E 8th St,New York,10003,NY,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,1
534,50082098,BROOKLYN CHOP HOUSE,Manhattan,150,NASSAU STREET,10038.0,(212) 619-1200,American,2020-02-25,Violations were cited in the following area(s).,Y,13.0,A,02/25/2020,Cycle Inspection / Re-inspection,40.711533823659,-74.006027439758,21,21-30,Brooklyn Chop House,$$$,4.0,459,"['pickup', 'delivery']",Chinatown,"['dimsum', 'steak', 'asianfusion']",40.7115099,-74.00597,150 Nassau St,New York,10038,NY,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,3
535,41219536,BROOKLYN DINER,Manhattan,1500,BROADWAY,10036.0,(212) 265-5400,American,2020-02-04,Violations were cited in the following area(s).,N,11.0,A,02/04/2020,Cycle Inspection / Initial Inspection,40.75684918547,-73.985973293277,17,11-20,Brooklyn Diner Times Square,$$,3.5,633,"['delivery', 'pickup']",Garment District,"['diners', 'newamerican']",40.75654,-73.98579,155 W 43rd St,New York,10036,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,2
536,50076577,BROOKLYN PIZZA MASTERS,Manhattan,1055,1 AVENUE,10022.0,(646) 669-7757,Pizza,2019-12-12,Violations were cited in the following area(s).,N,13.0,A,12/12/2019,Cycle Inspection / Re-inspection,40.75868844414,-73.962654571741,12,11-20,Brooklyn Pizza Masters,N/A,4.5,146,"['pickup', 'delivery']",Midtown East,"['pizza', 'salad']",40.7588567,-73.9626842,1055 1st Ave,New York,10022,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0
537,41530089,BROOKLYNEER,Manhattan,220,WEST HOUSTON STREET,10014.0,(646) 692-4911,American,2020-01-23,Violations were cited in the following area(s).,N,6.0,A,01/23/2020,Cycle Inspection / Initial Inspection,40.728534980416,-74.004589387743,19,11-20,The Brooklyneer,$$,3.5,251,"['delivery', 'pickup']",SoHo,"['newamerican', 'bars', 'gastropubs']",40.7286219,-74.0045657,220 W Houston St,New York,10014,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,2
538,50100652,BROOME STREET BAKERY,Manhattan,254,BROOME STREET,10002.0,(212) 860-0401,Bakery,2020-03-06,Violations were cited in the following area(s).,Y,28.0,N,TBD,Pre-permit (Operational) / Initial Inspection,40.718044134176004,-73.989964104324,4,2-5,Somm Time,$$,4.5,88,[],Chinatown,"['wine_bars', 'newamerican']",40.7182273,-73.9899201,254 Broome St,New York,10002,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,2
539,40367189,BROOME STREET BAR,Manhattan,363,WEST BROADWAY,10013.0,(212) 925-2086,American,2019-04-17,Violations were cited in the following area(s).,Y,13.0,A,04/17/2019,Cycle Inspection / Initial Inspection,40.723116860955,-74.003124280993,13,11-20,Broome Street Bar,$$,3.5,249,"['pickup', 'delivery']",Little Italy,"['bars', 'tradamerican']",40.723074,-74.002971,363 W Broadway,New York,10013,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,2
